-7.42888 139.81729 0
-2.4595 136.41888 0.13395
2.13543 133.35091 0.03908
-5.63786 128.21628 -0.0355
-16.86611 140.69896 -0.02849
-4.32887 128.95742 0.04255
-19.06674 127.31146 -0.03413
-14.17791 130.96714 0.03491
1.24758 131.74808 0.07187
-7.11729 137.2319 -0.00231
-1.98657 151.57779 0.0218
-2.24086 135.71356 4.71238
-8.9858 129.27207 4.70052
7.84986 131.85434 4.72343
-11.51072 145.65891 4.76028
-1.30922 132.30957 4.60644
-15.39097 135.49446 4.6863
3.48839 140.66769 4.7161
-2.13822 131.1254 4.65767
-1.1713 144.96517 4.6872
-2.47271 135.55705 4.7913
5.94567 135.25461 4.68393
5.3199 126.34529 1.57079
0.60912 119.91579 1.61098
12.01528 130.50322 1.70185
1.04069 127.41649 1.49953
1.1293 122.72497 1.5766
0.68789 127.89868 1.60227
3.33556 116.36684 1.4685
16.65855 123.2169 1.53923
4.59495 125.8963 1.54118
-4.74912 119.45711 1.62375
6.79502 120.78096 1.63086
-2.83948 136.77587 4.71238
-8.48285 138.16021 4.58266
-8.05401 120.42039 4.81136
3.65117 136.62245 4.69923
-8.86162 133.02732 4.81116
-12.37203 134.33946 4.77321
-2.54275 140.17733 4.79826
-2.81597 130.19643 4.74589
-3.77833 127.91868 4.7086
-10.96387 142.40556 4.77702
-0.39605 144.53132 4.74738
-6.56925 135.1295 0
-4.6838 142.1565 -0.05819
7.16846 130.44206 0.12795
6.48029 145.3264 0.00986
-11.31117 134.87454 0.05353
2.93348 131.43561 -0.01462
-3.47181 130.73007 0.18853
-6.11982 135.88218 0.00482
-15.85535 130.50107 0.17896
-0.64542 139.46308 -0.04627
5.81527 129.90268 0.06575
-1.02239 142.0588 3.14159
-1.92935 140.94147 3.1234
-6.46341 135.21029 3.10173
12.36014 149.16479 3.0913
2.22564 149.94825 3.12545
-2.68597 131.86057 3.16582
-9.45994 144.31202 3.1642
3.67229 149.01282 3.03279
8.74448 144.83642 3.1618
-4.62246 143.79122 3.01769
8.30641 139.49877 3.13579
-9.96344 141.6287 1.57079
-1.38579 135.10212 1.47564
-0.93532 137.4055 1.49024
-2.12701 138.17594 1.49145
-16.88309 144.61159 1.51469
-3.23321 144.22676 1.55348
-5.70895 144.93099 1.5165
-5.46845 142.22834 1.4812
-2.57424 134.71309 1.62267
-19.80191 148.55033 1.63039
-14.17853 138.05481 1.50039
-2.48699 131.77979 1.57079
-6.41417 137.01641 1.73653
-8.18968 132.06323 1.49536
-4.90433 121.147 1.52366
-3.55469 130.5892 1.54228
-1.37821 122.89927 1.6197
-3.8227 134.7808 1.55374
3.65624 129.81029 1.57973
9.7267 130.65439 1.47384
-1.94048 131.47056 1.40443
-12.99512 132.79231 1.5616
4.23555 135.48699 0
2.21598 140.53681 0.03499
-1.23317 136.56773 -0.06357
3.87992 140.09949 0.10714
1.74807 139.8657 -0.0389
9.74106 135.01441 -0.05955
8.69392 132.66264 0.1588
11.83785 127.57723 -0.05434
10.62537 145.6894 0.02878
-16.54617 140.64552 0.14771
-5.81831 124.44566 0.07265
-0.97473 142.18909 4.71238
-4.69913 149.75695 4.75051
-0.13968 144.44251 4.69201
-4.61928 152.89216 4.70733
-7.72836 142.6231 4.80634
-4.46967 138.5093 4.69077
-7.45392 133.57096 4.78394
-1.61153 133.89992 4.68717
13.67436 142.39039 4.78455
-0.65265 149.85662 4.77972
-4.39563 134.15068 4.82172
7.5265 138.82239 3.14159
18.2262 140.4509 3.05318
1.76544 134.1463 3.13424
8.41263 125.63716 3.18145
-0.24614 145.41622 3.12174
17.37031 130.52846 3.20765
8.37827 138.11081 3.09359
2.55638 145.60151 3.07856
2.91545 149.63126 3.02492
15.7207 126.73057 3.17221
-9.8695 143.0419 3.11592
-2.2633 141.6676 0
2.23814 145.20163 -0.01142
0.74515 145.46295 0.02149
0.15327 134.84911 0.04665
-1.42349 138.4358 -0.16077
16.95 143.92832 -0.08415
-5.75731 138.69486 0.14959
-5.19556 132.43949 -0.02164
3.14748 140.76994 -0.04814
-2.84793 141.34838 0.07032
-12.58203 151.03276 0.02179
