128.28467 142.05816 1.57079
115.81274 141.25653 1.49296
128.55104 147.73763 1.52648
131.47511 130.65278 1.46767
130.0481 154.42922 1.64824
142.27506 145.97457 1.46919
118.39835 145.81139 1.51781
140.63089 138.73219 1.54581
135.83544 152.56276 1.59069
136.67879 143.81047 1.59416
110.188 148.39918 1.60511
-142.05815 128.28468 4.71238
-139.76817 122.48871 4.52847
-151.55375 130.37887 4.67143
-144.00858 113.56904 4.70185
-133.98963 135.43415 4.7211
-144.13563 125.04133 4.61186
-139.51018 135.758 4.68098
-141.46127 120.74805 4.6678
-148.74387 126.0717 4.71526
-155.20699 127.14075 4.64469
-125.33981 144.93294 4.64276
-133.1544 138.66663 4.71238
-132.67627 127.84322 4.72091
-118.99534 142.39297 4.60005
-125.30653 132.90092 4.70885
-135.92779 139.41232 4.65926
-138.2236 141.39972 4.66877
-128.21791 130.01957 4.73776
-111.65617 135.34385 4.71554
-135.37214 134.17026 4.78158
-131.96639 130.29524 4.67354
-124.96406 127.61252 4.6682
138.66663 133.15439 1.57079
135.98327 143.21903 1.55875
149.77581 127.30411 1.61468
137.50173 138.73414 1.68203
128.54022 132.17363 1.56909
139.78875 129.27991 1.62732
145.41816 129.65874 1.65259
140.50315 131.58985 1.72023
136.91446 131.82572 1.49761
142.62545 144.28804 1.58079
153.72772 141.79943 1.63016
2.1193 257.99999 3.14159
5.5033 261.30098 3.14221
6.52886 264.48401 3.13384
-3.8315 247.47015 3.04884
1.12843 263.91214 3.12809
1.91622 260.00089 3.05184
-0.80709 255.55196 3.21077
4.40424 247.62991 3.06932
-4.02203 250.31378 3.1511
5.17918 267.70388 3.11
-2.26284 256.35064 3.142
2.11931 257.99999 3.14159
-1.92413 266.40746 3.14817
3.36223 248.67605 3.07717
1.00676 264.34707 3.12591
2.46758 246.99287 3.05934
-1.44128 271.25192 3.32794
-7.04132 257.26049 3.14486
8.15041 249.75735 3.13202
-5.1803 254.1504 3.1058
10.73573 262.51814 3.20871
1.42758 247.07622 3.19215
-0.73559 258.00016 3.14159
-0.78607 262.24855 3.14099
-5.72363 266.12083 3.18703
3.15371 271.36745 3.09713
10.44097 240.74019 3.20542
0.05819 246.21805 3.14669
-9.20931 274.44034 3.13349
8.14633 256.4768 3.09183
-1.26293 256.89178 2.90063
-0.39801 249.49293 3.21191
-1.92333 264.94168 3.08588
-0.73558 258.00016 3.14159
-2.93003 265.32291 3.13718
5.97437 243.22541 3.12762
9.58422 262.17843 3.17252
-0.63571 265.50606 3.16756
3.33001 266.54592 3.12612
-0.29215 258.26788 3.17985
7.6978 271.87077 3.1909
-2.7388 250.39466 3.21892
5.77011 255.01144 3.1607
11.45787 256.09845 3.20406
-137.96899 130.20662 4.71238
-141.5925 117.34597 4.7585
-139.91288 119.52636 4.74541
-146.30762 136.42184 4.64745
-137.2557 123.73669 4.64781
-142.06595 131.18198 4.78323
-139.3434 126.2905 4.66108
-127.93848 135.81916 4.61275
-143.44965 123.74461 4.56469
-134.01656 123.17305 4.70846
-133.95079 121.97758 4.75713
130.2066 137.969 1.57079
126.87437 134.79791 1.44519
122.31107 142.45901 1.51258
121.09137 140.03367 1.55258
130.54607 122.37961 1.57757
134.7824 131.67971 1.66894
128.66798 143.82322 1.80867
129.57577 142.06339 1.66794
135.18551 135.25872 1.5479
137.20144 141.68237 1.62583
133.13281 133.31325 1.46489
2.1192 257.99999 3.14159
-1.13375 264.31157 3.17969
11.04247 258.06878 3.18674
-0.80058 259.11607 3.1732
0.15246 253.08352 3.13912
-4.69566 257.83428 3.26641
-7.22476 258.96781 3.23141
-1.44333 245.88477 3.21876
10.05696 255.39314 3.24292
2.48663 266.7146 3.1889
-4.20595 259.28747 3.07004
2.11921 257.99999 3.14159
6.75619 273.44252 3.18656
-2.61984 261.00409 3.04223
5.84745 260.37631 3.1781
-4.41882 254.53764 3.11869
-3.73687 245.70377 3.02243
13.52743 269.60192 3.10404
-3.74827 250.0929 3.1352
2.61351 254.72292 3.19564
-1.60787 245.80526 3.15091
3.91794 262.96959 3.16461
133 127.54423 1.57079
135.7729 124.82195 1.48679
131.69591 127.74692 1.51191
134.19138 122.63725 1.6064
126.08185 138.87608 1.53299
136.93716 115.20513 1.43009
137.97285 123.41297 1.53198
127.15568 121.34654 1.59956
131.93913 120.58722 1.54273
132.25388 135.49414 1.64248
139.55922 126.69109 1.60819
-127.54423 133 4.71238
-130.26411 126.80688 4.85892
-134.79865 134.06031 4.59944
-117.9687 131.6828 4.79406
-128.78869 114.16412 4.63002
-124.19188 133.80527 4.78168
-119.65414 134.32375 4.65153
-128.90416 145.19224 4.69297
-117.99635 119.55441 4.7039
-125.66029 126.67505 4.63306
-139.08449 136.29879 4.61385
5.26321 280.48999 3.14159
18.61205 278.41807 3.13412
2.55824 269.89126 3.15814
2.73006 285.0345 3.13482
9.41314 285.99921 3.26317
4.87279 281.98887 3.19787
5.23349 275.77142 3.1347
3.71449 273.25789 3.17061
-4.55501 283.35421 3.06216
13.53464 274.06737 3.1359
6.71928 268.6028 3.21546
5.26319 280.48999 3.14159
-8.2672 287.66223 3.16285
5.65141 275.68498 3.11274
16.94501 274.45734 3.22944
9.04226 276.35445 3.17177
17.44674 277.01539 3.00386
8.13526 273.88763 3.05223
5.20167 274.5859 3.13206
7.24842 284.1226 3.20149
4.01007 278.81665 3.16245
4.75207 272.85838 3.1461
